Rank,Name,Team,Player_Type,Position,Salary_M,Dollar_Per_Score,Rostered_By,HR,R,RBI,SB,AVG,OBP,SLG,W,QS,SO,ERA,WHIP,IP,SV,HLD,Strategy_Score,FPTS,WAR,z_HR,z_R,z_RBI,z_QS,z_K,z_ERA,z_WHIP,Block_Type,Blocking_Franchise,Tier
179,Matthew Liberatore,STL,Pitcher,SP,,,,21.2327,81.4374,,,0.257718,,,8.8023,12.4849,129.839,4.32763,1.34605,157.409,0.0,0.0,-0.5663475972525196,573.5,1.31373,,,,0.12098862767973441,-0.3298100712397214,-0.3267370433994941,-0.4337186530680522,,,Tier 3 - Solid
180,Carlos Correa,HOU,Batter,Batter,5.0,,Ethan Gobetz,15.5246,58.8141,62.1126,0.569,0.26749,0.337554,0.431772,,,95.1396,,,,,,-0.5703727614226233,581.3,3.16386,-0.4676478440513286,-0.4330406628404261,-0.09842404561124725,,,,,Partial,Ethan Gobetz,Tier 3 - Solid
181,Slade Cecconi,CLE,Pitcher,SP,,,,25.586,84.2089,,,0.262009,,,8.4024,11.9722,131.461,4.49626,1.30715,157.398,0.0,0.0,-0.6084375670287505,533.6,1.18516,,,,-0.016150751869190523,-0.2830583508593671,-0.6896508233427748,-0.004588796336802463,,,Tier 4 - Depth
182,Noah Cameron,KCR,Pitcher,SP,1.0,,Ross & Jack Kantor,19.1227,74.8644,,,0.258313,,,8.7552,12.147,121.902,4.20088,1.34466,148.366,0.0,0.0,-0.6321323848060951,547.5,1.73175,,,,0.03060556477826813,-0.5585822072809477,-0.05395449220569177,-0.4183847070306116,,,Tier 4 - Depth
183,Tatsuya Imai,,Pitcher,SP,,,,19.7277,80.1837,,,0.253324,,,8.8348,12.4037,145.056,4.37104,1.38895,152.928,0.0,0.0,-0.6466650896103739,579.2,1.76589,,,,0.09926887417988538,0.10879715997350062,-0.4201610319385304,-0.9069749732163972,,,Tier 4 - Depth
184,Zach Eflin,BAL,Pitcher,SP,,,,23.1023,75.8575,,,0.269408,,,8.8402,11.3309,113.297,4.34704,1.26887,145.909,0.0,0.0,-0.6564256109024424,516.3000000000002,1.5116,,,,-0.18768865728117787,-0.8066084427143296,-0.36850989798467443,0.41770145856479923,,,Tier 4 - Depth
185,Max Scherzer,,Pitcher,SP,,,,22.9062,69.1526,,,0.246241,,,7.7403,9.7669,127.735,4.42117,1.25029,132.747,0.0,0.0,-0.6638892651199438,495.50000000000006,1.43442,,,,-0.6060346483373883,-0.39045471962459477,-0.5280473379846474,0.6226688811372068,,,Tier 4 - Depth
186,Reynaldo López,ATL,Pitcher,SP,2.2,,Ross & Jack Kantor,17.0614,64.5949,,,0.243075,,,8.4501,9.7106,137.11,4.02463,1.28225,134.225,0.0,0.6594,-0.6938958980155392,582.8999999999999,1.65477,,,,-0.6210940340768158,-0.1202343875864822,0.3253585227679367,0.2700984384346165,,,Tier 4 - Depth
187,Francisco Alvarez,NYM,Batter,Batter,8.5,,Ethan Gobetz,19.973,49.4571,55.6758,1.4512,0.241339,0.320199,0.458481,,,97.8215,,,,,,-0.6956728073739378,495.7,2.51323,0.16797776759644661,-1.067858134057668,-0.56158895961777,,,,,Partial,Ethan Gobetz,Tier 3 - Solid
188,Brayan Bello,BOS,Pitcher,SP,,,,19.6961,88.9316,,,0.265871,,,9.4437,13.2002,139.818,4.39424,1.39885,167.864,0.0,0.0,-0.6968072613531127,615.6,1.97087,,,,0.31232039711867793,-0.042180343942833404,-0.470090461427258,-1.016187970173708,,,Tier 4 - Depth
189,Mike Trout,LAA,Batter,Batter,,,,19.8054,53.318,54.8765,2.5964,0.232112,0.34073,0.443817,,,129.459,,,,,,-0.7127308025232373,524.0,1.25705,0.14402963961511236,-0.8059187544891473,-0.6191032082763294,,,,,,,Tier 3 - Solid
190,Parker Messick,CLE,Pitcher,SP,,,,16.3178,63.1847,,,0.251283,,,7.4569,10.8817,114.383,4.05666,1.32208,129.165,0.0,0.0,-0.7180529054027857,508.19999999999993,1.36512,,,,-0.3078427616177824,-0.7753061194510348,0.2564257802453536,-0.16929082104110893,,,Tier 4 - Depth
191,Nolan Arenado,STL,Batter,Batter,3.0,,Jake Levine & Johnny Drago,16.3589,55.4695,63.804,2.4546,0.252214,0.308306,0.410926,,,73.228,,,,,,-0.7473086250694516,526.5,1.85291,-0.3484358919342217,-0.6599521210250141,0.023281947358960553,,,,,,,Tier 4 - Depth
192,Joey Cantillo,CLE,Pitcher,SP,,,,18.3885,70.3885,,,0.236842,,,8.5056,9.3456,151.314,3.93178,1.3358,148.827,0.0,0.6864,-0.7627698378368826,628.8000000000002,1.41883,,,,-0.7187259309665326,0.2891746360155807,0.5251838472519175,-0.32064459056174727,,,Tier 4 - Depth
193,Braxton Garrett,MIA,Pitcher,SP,,,,13.8462,55.553,,,0.253345,,,7.0612,8.658,108.706,3.76242,1.23255,121.814,0.0,0.6413,-0.80413363178656,529.6000000000001,1.8943,,,,-0.9026483756278179,-0.9389371407822732,0.8896686825196267,0.8183697463920223,,,Tier 4 - Depth
194,Isaac Paredes,HOU,Batter,Batter,,,,17.9075,54.4787,54.9929,1.1565,0.247287,0.34799,0.450374,,,69.6216,,,,,,-0.8111887609455053,533.0,1.97233,-0.12715861871289605,-0.7271720793965049,-0.6107275564011183,,,,,,,Tier 4 - Depth
195,Lawrence Butler,ATH,Batter,Batter,6.0,,Jake Zuckman & Andrew Meyers,18.9415,60.294,58.1869,16.0278,0.244906,0.313115,0.434143,,,121.48,,,,,,-0.8170673455659302,561.9,1.752,0.02058818518149322,-0.3326381432663755,-0.3809008202376775,,,,,Partial,Jake Zuckman & Andrew Meyers,Tier 4 - Depth
196,Oneil Cruz,PIT,Batter,Batter,10.1,,JD Barnett,20.0739,60.7931,59.6648,24.5346,0.237226,0.323176,0.437742,,,146.241,,,,,,-0.8242832197353069,603.4,2.45771,0.18239522650645024,-0.2987771408206633,-0.27455738461590284,,,,,,,Tier 4 - Depth
197,Iván Herrera,STL,Batter,Batter,1.5,,Brenden Freedman,15.867,63.6549,55.4906,7.4171,0.273047,0.361293,0.440579,,,93.2501,,,,,,-0.8789312798529907,617.6,2.26056,-0.41872279022788667,-0.1046208258554502,-0.5749151686150993,,,,,,,Tier 4 - Depth
198,Jacob Lopez,ATH,Pitcher,SP,,,,20.4087,70.5598,,,0.241458,,,8.1638,10.5026,135.921,4.35968,1.3373,136.26,0.0,0.0,-0.9167676484105314,516.2,1.59005,,,,-0.4092461920585815,-0.15450553156443644,-0.39571282853370565,-0.33719201434315615,,,Tier 4 - Depth
199,Dustin May,STL,Pitcher,SP,,,,19.366,77.7963,,,0.248763,,,8.6677,11.1822,143.222,4.18962,1.33621,154.79,0.0,0.6791,-0.9216724704630342,615.3,1.50927,,,,-0.22746362458939937,0.05593485715132476,-0.0297215018590076,-0.3251675530619973,,,Tier 4 - Depth
200,Agustín Ramírez,MIA,Batter,Batter,1.0,,Tyler Hart,17.7358,54.2661,60.355,10.7731,0.249712,0.312188,0.441072,,,86.1783,,,,,,-0.9284159894838007,531.3,1.08619,-0.15169258992050363,-0.7415957402259146,-0.22489351069605124,,,,,,,Tier 4 - Depth
201,Wilyer Abreu,BOS,Batter,Batter,,,,17.7445,53.4855,57.3573,6.7654,0.249084,0.335207,0.452481,,,103.386,,,,,,-0.9296365570089249,536.8,1.74837,-0.1504494591720696,-0.7945548636663525,-0.440595328791588,,,,,,,Tier 4 - Depth
202,Bailey Ober,MIN,Pitcher,SP,,,,24.1466,72.5625,,,0.252387,,,7.9725,10.024,129.402,4.34783,1.23397,141.392,0.0,0.6546,-0.9355946266130143,529.6,1.69928,,,,-0.5372643450761662,-0.3424059416504583,-0.37021008114398946,0.8027048518789538,,,Tier 4 - Depth
203,Bubba Chandler,PIT,Pitcher,SP,,,Steve Cornish,20.7709,83.5426,,,0.249527,,,8.7884,12.0482,148.396,4.29695,1.36124,162.414,0.0,0.6574,-0.9398181491573506,616.7,1.86189,,,,0.004178081455791231,0.20506765693427798,-0.26070967716181437,-0.6012888978944715,Partial,Steve Cornish,Tier 4 - Depth
204,Maikel Garcia,KCR,Batter,Batter,,,,12.6126,80.6551,61.1925,26.0936,0.275086,0.338327,0.41386,,,90.63,,,,,,-0.9477689118150117,737.0,3.55017,-0.8837394232974218,1.048742856327659,-0.1646305515423622,,,,,,,Tier 4 - Depth
205,Zebby Matthews,MIN,Pitcher,SP,1.0,,JD Barnett,18.0759,61.7566,,,0.250092,,,7.6583,8.1538,121.228,4.01589,1.22271,128.807,0.0,0.6546,-0.9770120168585518,543.5999999999999,1.7705,,,,-1.037514135660133,-0.5780092476856078,0.3441681440494668,0.9269208463980773,,,Tier 4 - Depth
206,Mickey Moniak,COL,Batter,Batter,,,,17.8864,54.6185,55.0644,8.2462,0.257633,0.299415,0.462317,,,106.039,,,,,,-0.9792983253318567,513.4,0.532578,-0.13017356799932903,-0.7176874708172416,-0.605582718694266,,,,,,,Tier 4 - Depth
207,Chad Patrick,MIL,Pitcher,SP,,,,23.5343,74.631,,,0.248288,,,8.0991,10.2889,127.965,4.45498,1.29802,141.394,0.0,0.0,-0.9977378611493832,492.00000000000006,1.28927,,,,-0.4664076615526428,-0.3838253141452596,-0.6008108729421417,0.09612985641271815,,,Tier 4 - Depth
208,Brice Turang,MIL,Batter,Batter,,,,14.297,77.0404,61.6939,26.372,0.260801,0.33219,0.395432,,,126.613,,,,,,-1.01699993507608,680.2,2.90769,-0.6430578793131774,0.8035067001655385,-0.12855192739948545,,,,,,,Tier 4 - Depth
209,Ryan Jeffers,MIN,Batter,Batter,,,,16.3431,56.6766,57.5383,2.3585,0.24544,0.328871,0.41827,,,100.486,,,,,,-1.0321122036976182,539.7,2.31966,-0.3506935316842518,-0.5780574785641469,-0.42757133403717906,,,,,,,Tier 4 - Depth
210,Kazuma Okamoto,,Batter,Batter,,,,17.5051,53.2968,55.1948,2.3991,0.251048,0.323629,0.441093,,,73.3239,,,,,,-1.0346418606406111,517.2,1.61747,-0.18465698804278202,-0.8073570499246294,-0.5961996860093214,,,,,,,Tier 4 - Depth
211,Jac Caglianone,KCR,Batter,Batter,,,Nolan Chidester,17.4924,50.5308,56.3627,2.4728,0.255257,0.319086,0.450383,,,87.8005,,,,,,-1.0452584844215496,490.3,1.23516,-0.18647167315831256,-0.9950138977804474,-0.5121625397459272,,,,,,,Tier 4 - Depth
212,Justin Verlander,,Pitcher,SP,,,,22.0033,75.3353,,,0.252288,,,8.2367,10.6474,121.166,4.43752,1.30424,143.292,0.0,0.0,-1.1030508666105783,507.4,1.56396,,,,-0.3705144148815103,-0.5797963048148198,-0.563234672990712,0.027513205799133918,,,Tier 4 - Depth
213,Dylan Crews,WSN,Batter,Batter,1.0,,Brenden Freedman,17.2293,58.6707,62.7052,21.3016,0.243139,0.306692,0.410968,,,110.435,,,,,,-1.2253260873991372,554.0,1.35155,-0.2240656616540707,-0.44276951026722494,-0.05578305505067922,,,,,,,Tier 4 - Depth
214,Will Warren,NYY,Pitcher,SP,,,,19.6506,70.0571,,,0.245909,,,8.7495,9.1043,138.103,4.08749,1.31157,142.51,0.0,0.6929,-1.2307664239768445,568.0,1.49279,,,,-0.7832699767733504,-0.09161265001700548,0.19007559442046307,-0.05334853841269117,,,Tier 4 - Depth
215,Eduardo Rodriguez,ARI,Pitcher,SP,,,,19.6195,74.4906,,,0.257052,,,8.5896,10.9215,126.141,4.34984,1.36066,143.441,0.0,0.0,-1.2476400594307655,525.2,1.62022,,,,-0.2971968725870682,-0.43639938194659467,-0.37453586361262553,-0.5948905606989924,,,Tier 4 - Depth
216,Christian Yelich,MIL,Batter,Batter,2.8,,Brian Frederick,15.9102,57.2905,59.8078,12.3424,0.257954,0.344286,0.423474,,,112.532,,,,,,-1.24894651918081,573.3,1.33664,-0.41255000306324696,-0.5364079706470511,-0.26426770920219833,,,,,Partial,Brian Frederick,Tier 4 - Depth
217,Dansby Swanson,CHC,Batter,Batter,4.6,,Brenden Freedman,16.6598,58.3292,59.9187,11.976,0.240538,0.30731,0.39825,,,130.409,,,,,,-1.250416992849724,548.4,2.63607,-0.3054407146694036,-0.4659382787208624,-0.2562878140736681,,,,,,,Tier 4 - Depth
218,Addison Barger,TOR,Batter,Batter,,,,16.6074,51.5203,55.6626,3.458,0.249296,0.318815,0.440674,,,102.705,,,,,,-1.2717510859539967,513.3,1.96876,-0.3129280768783652,-0.927882136770566,-0.5625387758098046,,,,,,,Tier 4 - Depth
219,Colt Keith,DET,Batter,Batter,1.5,,Brian Frederick,15.2943,61.6332,51.5866,4.3275,0.262392,0.335287,0.430049,,,96.3527,,,,,,-1.285282315308658,564.9,1.99107,-0.500555086736897,-0.2417812919834714,-0.8558305029864433,,,,,,,Tier 4 - Depth
220,Ceddanne Rafaela,BOS,Batter,Batter,1.5,,Steve Cornish,15.6054,60.334,60.7796,18.4696,0.257161,0.299176,0.424219,,,105.59,,,,,,-1.2881785965512766,559.5,2.51969,-0.4561024458359837,-0.3299243782937674,-0.19434108985228227,,,,,,,Tier 4 - Depth
221,Dean Kremer,BAL,Pitcher,SP,,,,24.8927,83.8624,,,0.261829,,,9.0528,11.2908,130.292,4.56599,1.34779,154.507,0.0,0.0,-1.2997411604163627,524.5,1.31051,,,,-0.19841479170659576,-0.3167530247956397,-0.83971888878454,-0.4529136646544894,,,Tier 4 - Depth
222,Mike Burrows,HOU,Pitcher,SP,,,,20.257,70.6475,,,0.246485,,,8.5672,9.6106,135.496,4.23392,1.30295,139.597,0.0,0.6631,-1.3092291792860127,553.6,1.62133,,,,-0.647842498978108,-0.16675551995016372,-0.1250608866155014,0.04174399025114726,,,Tier 4 - Depth
223,Lucas Giolito,,Pitcher,SP,,,,26.4249,91.4982,,,0.254824,,,8.893,11.7184,146.556,4.6899,1.38671,164.584,0.0,0.0,-1.3202746219054675,562.2,1.22749,,,,-0.0840383557886702,0.15203241309959856,-1.1063893891271341,-0.8822641537028261,,,Tier 4 - Depth
224,Geraldo Perdomo,ARI,Batter,Batter,,,,12.3213,77.2291,54.6165,18.5628,0.270256,0.364986,0.412082,,,73.8564,,,,,,-1.3324882375005065,692.5,3.92132,-0.9253628700812084,0.8163088864238148,-0.6378117090285191,,,,,,,Tier 4 - Depth
225,Kumar Rocker,TEX,Pitcher,SP,,,,17.0585,66.7262,,,0.257211,,,7.8213,9.8593,112.149,4.25297,1.32389,130.549,0.0,0.0,-1.403443327150191,502.7000000000001,1.59449,,,,-0.5813190667685944,-0.8396978231068365,-0.16605897419137458,-0.18925804573734548,,,Tier 4 - Depth
226,Ramón Laureano,SDP,Batter,Batter,,,,16.6522,51.3305,57.218,6.7684,0.243052,0.307333,0.425819,,,119.245,,,,,,-1.408254173158426,495.1,1.16073,-0.30652666796688655,-0.9407589515655891,-0.4506187678484343,,,,,,,Tier 4 - Depth
227,Alejandro Kirk,TOR,Batter,Batter,,,,14.1614,53.9039,55.7626,0.9634,0.276288,0.354371,0.434932,,,54.7954,,,,,,-1.434364716361113,557.1,4.17696,-0.6624335723577414,-0.7661688820528768,-0.5553431985974238,,,,,,,Tier 4 - Depth
228,Michael McGreevy,STL,Pitcher,SP,,,,17.4373,73.0692,,,0.26982,,,8.5427,11.6059,101.067,4.04865,1.31232,148.613,0.0,0.6791,-1.4483435613386066,563.1000000000001,1.45068,,,,-0.11413037880262414,-1.1591198732024484,0.2736643462024522,-0.061622250303396825,,,Tier 4 - Depth
229,Brendan Donovan,STL,Batter,Batter,,,,11.8235,69.2257,53.0867,6.1579,0.279777,0.353144,0.412055,,,73.0826,,,,,,-1.4730630919116994,648.2,2.83464,-0.996492811066341,0.27332522187961583,-0.7478896492235196,,,,,,,Tier 4 - Depth
230,Miguel Vargas,CHW,Batter,Batter,,,,14.9882,56.4241,56.8733,5.873,0.237997,0.329657,0.405164,,,94.6441,,,,,,-1.5105642862887858,536.8,1.89039,-0.5442932846789398,-0.5951881199537324,-0.4754219224995109,,,,,,,Tier 4 - Depth
231,Luis García Jr.,WSN,Batter,Batter,,,,15.1707,53.593,59.1416,12.9448,0.273255,0.314992,0.438136,,,72.6337,,,,,,-1.5129529562451876,545.0,1.7743,-0.5182161166801721,-0.7872616203024695,-0.31220464459107905,,,,,,,Tier 4 - Depth
232,Luis Robert Jr.,CHW,Batter,Batter,17.0,,Nolan Chidester,18.9957,56.6054,58.5717,26.4841,0.23778,0.298879,0.413167,,,137.79,,,,,,-1.5304440373454336,543.5,1.66544,0.028332746855647562,-0.5828879802153883,-0.3532122391244366,,,,,,,Tier 4 - Depth
233,Noelvi Marte,CIN,Batter,Batter,1.5,,Ross & Jack Kantor,16.0102,57.6597,54.2753,12.9973,0.256244,0.310798,0.427949,,,100.445,,,,,,-1.5644409066101836,518.5,1.02729,-0.3982611438858397,-0.5113599199498826,-0.6623630184771622,,,,,,,Tier 4 - Depth
234,Kodai Senga,NYM,Pitcher,SP,,,,14.6514,58.4029,,,0.237687,,,7.6182,8.89,124.487,3.92201,1.3344,123.466,0.0,0.7021,-1.5670687076865288,515.5,1.43397,,,,-0.8405919370568196,-0.48407345439363897,0.5462101630322987,-0.3052003283657632,,,Tier 4 - Depth
235,Hurston Waldrep,ATL,Pitcher,SP,1.0,,Ross & Jack Kantor,16.383,76.1851,,,0.257163,,,8.9411,11.4894,129.01,4.31237,1.43991,146.277,0.0,0.0,-1.6562025413776535,549.0000000000001,1.33007,,,,-0.14529234041262967,-0.35370475446741173,-0.2938955307271663,-1.4691461171501907,,,Tier 4 - Depth
236,Chase DeLauter,CLE,Batter,Batter,,,Steve Cornish,13.8777,54.2309,56.5676,2.6075,0.251394,0.325724,0.406382,,,92.1666,,,,,,-1.676901499253302,533.9,2.03501,-0.7029710658440451,-0.7439838534018095,-0.4974188020377589,,,,,,,Tier 4 - Depth
237,Brenton Doyle,COL,Batter,Batter,6.5,,Steve Cornish,16.2409,56.0503,57.9253,17.0417,0.245044,0.296466,0.407637,,,131.759,,,,,,-1.6834577631229282,517.2,1.25423,-0.3652967457635618,-0.620548253622751,-0.39972445022526565,,,,,,,Tier 4 - Depth
238,Colton Cowser,BAL,Batter,Batter,1.5,,Brian Frederick,17.2218,53.4962,53.704,10.5936,0.229876,0.313422,0.411452,,,137.183,,,,,,-1.6858882765081966,490.2,1.66567,-0.22513732609237577,-0.7938289315361801,-0.7034713510914934,,,,,,,Tier 4 - Depth
239,Braxton Ashcraft,PIT,Pitcher,SP,,,,16.1289,69.8236,,,0.2573,,,8.089,9.6575,119.711,4.09144,1.33137,141.481,0.0,0.6574,-1.7059766640235248,565.4000000000001,1.67603,,,,-0.6352974689394018,-0.6217345003471347,0.18157467862388973,-0.27177453232731263,,,Tier 4 - Depth
240,Ryan O'Hearn,PIT,Batter,Batter,,,,13.3442,52.1674,56.5856,2.5846,0.269318,0.34093,0.425963,,,83.37,,,,,,-1.7188355479442097,532.2,0.995325,-0.7792021295555117,-0.8839802039262058,-0.49612359813953033,,,,,,,Tier 4 - Depth
241,Steven Kwan,CLE,Batter,Batter,5.3,,Zack Semler,11.2665,77.3129,51.0949,16.9728,0.2782,0.35032,0.398934,,,56.4944,,,,,,-1.744091583341845,681.9,2.8037,-1.076081756684498,0.8219942240414276,-0.8912111561397189,,,,,Partial,Zack Semler,Tier 4 - Depth
242,Nick Martinez,,Pitcher,SP,,,,22.905,84.4188,,,0.267888,,,8.5252,11.2907,115.077,4.57358,1.3543,154.648,0.0,0.0,-1.7649829269287958,515.1,1.33428,,,,-0.19844154017149745,-0.7553026090046934,-0.8560535598974459,-0.524729483865812,,,Tier 4 - Depth
243,Jacob Wilson,ATH,Batter,Batter,1.0,,Tyler Hart,11.3378,55.9526,54.6807,4.7151,0.300523,0.348359,0.444953,,,38.3645,,,,,,-1.8632557403974743,595.7,3.24068,-1.065893800091007,-0.6271766245683453,-0.6331921484581707,,,,,,,Tier 4 - Depth
244,Adrian Houser,SFG,Pitcher,SP,,,,16.6954,77.3153,,,0.268698,,,8.0212,11.5871,107.046,4.33721,1.40118,147.313,0.0,0.0,-1.900804304251035,513.8999999999999,1.07516,,,,-0.11915909020406724,-0.9867841542418215,-0.3473544543694076,-1.0418916351141676,,,Tier 4 - Depth
245,Aaron Civale,,Pitcher,SP,,,,22.7292,76.2502,,,0.258402,,,7.918,9.6892,120.791,4.58668,1.3369,140.016,0.0,0.0,-1.914126086307169,473.7000000000001,1.29235,,,,-0.6268182055656923,-0.5906051180963443,-0.8842464705139268,-0.3327793680014471,,,Tier 4 - Depth
246,Gavin Sheets,SDP,Batter,Batter,,,,14.4931,50.3924,54.1047,2.2549,0.244162,0.31122,0.405575,,,92.6166,,,,,,-1.9495525481012508,469.7,0.510762,-0.6150374264662822,-1.0044035245856697,-0.6746386732014837,,,,,,,Tier 4 - Depth
247,Davis Martin,CHW,Pitcher,SP,,,,23.79,88.2493,,,0.265614,,,8.0188,11.7906,123.451,4.64602,1.40277,159.071,0.0,0.0,-1.9665183528997012,504.2000000000001,1.3076,,,,-0.06472596412993756,-0.5139346025527307,-1.011953899214835,-1.0594319043224627,,,Tier 4 - Depth
248,Jake Cronenworth,SDP,Batter,Batter,,,,12.8752,57.2456,56.0101,4.1997,0.23591,0.328453,0.376023,,,107.417,,,,,,-1.97589305178343,554.1,1.56942,-0.8462168790975511,-0.5394541718288031,-0.5375341449967813,,,,,,,Tier 4 - Depth
249,Patrick Sandoval,BOS,Pitcher,SP,,,,13.5523,58.7931,,,0.250047,,,7.4649,8.8676,114.667,3.93894,1.35242,123.452,0.0,0.6704,-1.9843108831093208,503.6,1.6882,,,,-0.8465835931947093,-0.76712024485916,0.5097745922890164,-0.5039900460597762,,,Tier 4 - Depth
250,Anthony Kay,CHW,Pitcher,SP,,,,16.7289,71.1564,,,0.264723,,,7.5707,11.1748,107.457,4.2451,1.41763,138.51,0.0,0.0,-1.9870162779774203,482.10000000000014,1.64807,,,,-0.22944301099209513,-0.974937694885271,-0.1491217065156716,-1.2233617159169698,,,Tier 4 - Depth
251,Taj Bradley,MIN,Pitcher,SP,,,,17.0222,61.2372,,,0.245981,,,7.1036,7.4639,123.099,4.14416,1.29684,123.848,0.0,0.6546,-1.9880757594171001,510.6999999999999,1.5193,,,,-1.2220517950141483,-0.5240804752863214,0.06811435437191983,0.10914716312076078,,,Tier 4 - Depth
252,TJ Friedl,CIN,Batter,Batter,,,,13.8479,65.8914,47.341,9.7534,0.249865,0.340162,0.395854,,,86.3465,,,,,,-1.9907793918946162,569.7,1.88335,-0.7072291458789126,0.04711255817547476,-1.1613259291152793,,,,,,,Tier 4 - Depth
253,Landen Roupp,SFG,Pitcher,SP,,,,15.0515,65.2181,,,0.24933,,,7.6478,9.4843,121.945,4.09498,1.36366,131.902,0.0,0.6691,-1.997105606740714,536.5000000000002,1.10571,,,,-0.6816258101484403,-0.557342796691333,0.17395613636569768,-0.627985408261815,,,Tier 4 - Depth
254,Trevor Story,BOS,Batter,Batter,,,,15.6355,51.9907,56.2036,15.5177,0.246873,0.297728,0.413465,,,121.358,,,,,,-2.0018253425620913,493.9,1.3549,-0.45180149922358404,-0.8959682606927003,-0.5236107030908246,,,,,,,Tier 4 - Depth
255,Josh Jung,TEX,Batter,Batter,,,,15.3287,46.578,53.3228,3.5863,0.252065,0.297589,0.422333,,,108.194,,,,,,-2.014169857974811,450.6,1.54041,-0.495639719179869,-1.2631881523735338,-0.7309008914250887,,,,,,,Tier 4 - Depth
256,Lars Nootbaar,STL,Batter,Batter,,,,14.3354,55.5567,50.7856,6.4066,0.248534,0.34516,0.409909,,,95.0354,,,,,,-2.0301683207144476,543.7,1.79944,-0.6375709573890532,-0.6540361133847293,-0.9134670764576125,,,,,,,Tier 4 - Depth
257,Xander Bogaerts,SDP,Batter,Batter,,,,12.8372,57.614,56.7812,13.6505,0.270054,0.33403,0.407341,,,89.2683,,,,,,-2.034306323191899,590.5,2.9246,-0.8516466455849657,-0.5144603964310871,-0.4820490491121137,,,,,,,Tier 4 - Depth
258,Steven Matz,TBR,Pitcher,SP,,,,19.7622,70.6167,,,0.261739,,,7.7113,9.6048,113.182,4.27857,1.31211,137.556,0.0,0.6589,-2.0431489717975113,506.6,1.70103,,,,-0.6493939099423831,-0.809923145453997,-0.22115351707548722,-0.0593056109740013,,,Tier 4 - Depth
259,Matt Shaw,CHC,Batter,Batter,1.0,,Steve Cornish,15.2302,56.8433,53.0917,17.5917,0.242812,0.321601,0.412939,,,90.0572,,,,,,-2.0793769334104106,517.6,2.25716,-0.5097142454696149,-0.5667478630408046,-0.7475298703629004,,,,,,,Tier 4 - Depth
260,Jeff McNeil,ATH,Batter,Batter,,,,11.3947,55.6293,55.0466,3.5066,0.264252,0.334622,0.406912,,,62.3374,,,,,,-2.0840362996707396,545.7,1.79504,-1.0577634392190622,-0.6491106299594464,-0.6068635314380699,,,,,,,Tier 4 - Depth
261,Jackson Holliday,BAL,Batter,Batter,1.5,,Brenden Freedman,13.717,66.2223,47.8392,14.4623,0.250704,0.334389,0.40269,,,104.341,,,,,,-2.085107637848505,554.2,2.34495,-0.7259332625421383,0.06956217891137143,-1.1254775634431986,,,,,,,Tier 4 - Depth
262,Andre Pallante,STL,Pitcher,SP,,,,13.9232,75.9903,,,0.271082,,,8.3305,12.0672,103.161,4.20477,1.4512,147.944,0.0,0.0,-2.0865848999598624,534.8,1.42152,,,,0.009260289787036788,-1.0987634598384153,-0.062326280167379615,-1.5936930601449422,,,Tier 4 - Depth
263,Paul Goldschmidt,,Batter,Batter,11.5,,Tyler Hart,13.1492,53.9378,52.4824,4.7587,0.258876,0.324708,0.411396,,,103.299,,,,,,-2.1050207980096083,512.2,0.683995,-0.8070654049514555,-0.7638689662385917,-0.7913725223179365,,,,,,,Tier 4 - Depth
264,Roki Sasaki,LAD,Pitcher,SP,23.0,,Tyler Hart,17.4729,68.3072,,,0.250336,,,8.3354,8.7221,127.676,4.20467,1.33868,135.1,0.0,0.7738,-2.1253185518858633,538.3,1.72904,,,,-0.8855026096260896,-0.39215530624755457,-0.062111067109239054,-0.35241564422205574,,,Tier 4 - Depth
265,Ryan McMahon,NYY,Batter,Batter,,,,15.996,50.445,52.1993,3.3961,0.212142,0.304445,0.374633,,,148.6,,,,,,-2.126028520120884,449.9,1.42403,-0.4002901618890316,-1.0008349236466907,-0.8117432014061862,,,,,,,Tier 4 - Depth
266,Cristian Javier,HOU,Pitcher,SP,,,,28.6456,91.5357,,,0.249957,,,8.4174,10.5946,144.256,4.95587,1.38623,157.49,0.0,0.0,-2.1342241158823994,482.69999999999993,0.897918,,,,-0.38463760434939254,0.08573835830624804,-1.6787915598649288,-0.8769689780927743,,,Tier 4 - Depth
267,Nico Hoerner,CHC,Batter,Batter,5.0,,Steve Cornish,8.6087,73.8093,59.2283,24.9569,0.284587,0.339348,0.391199,,,59.4289,,,,,,-2.143067926428439,696.5,3.53386,-1.4558510559016227,0.5842955500907243,-0.3059660791479449,,,,,Partial,Steve Cornish,Tier 4 - Depth
268,Jon Gray,,Pitcher,SP,,,,18.6414,66.8749,,,0.257545,,,7.1616,9.364,107.684,4.45593,1.34038,125.956,0.0,0.0,-2.1467219315231727,443.50000000000006,1.4691,,,,-0.7138042134246944,-0.9683947599121882,-0.6028553969944828,-0.37116939117431913,,,Tier 4 - Depth
269,Andrew Benintendi,CHW,Batter,Batter,,,,13.8183,49.2033,51.9495,2.5709,0.253652,0.321395,0.408539,,,77.6496,,,,,,-2.240070375776661,486.0,0.543364,-0.7114586481954249,-1.0850769728088634,-0.8297177532827134,,,,,,,Tier 4 - Depth
270,Luis Arraez,,Batter,Batter,10.3,,Zack Semler,6.6706,70.646,53.7976,8.8908,0.305499,0.345337,0.404174,,,26.3625,,,,,,-2.2465646175309386,655.3,1.42862,-1.7327834356189489,0.36968423164448133,-0.6967362908207049,,,,,Partial,Zack Semler,Tier 4 - Depth
